taxid	has_assembly	has_annotation	has_reads	genome_size	gc_content
909688	0	0	1		
909773	1	0	0	287222439	40
909778	1	0	0	314961079	37
909788	1	0	0	266814119	39
909823	1	0	0	441068432	37.5
909844	0	0	1		
909854	1	0	1	1135247105	39
909944	1	0	0	42385401	55
910319	0	0	1		
910399	1	0	0	1444489040	39.5
910423	1	0	0	419150480	41
910426	0	0	1		
910623	0	0	1		
911154	1	1	0	37810149	49.5
911162	1	1	0	78515811	46
911292	1	0	0	448478511	41.5
911321	1	1	0	28155144	44.5
911350	1	0	1	34561962	43
911377	0	0	1		
911496	1	0	0	2422479999	43
911534	1	1	0	159804829	34.5
911720	1	1	0	31629319	46.5
912112	1	0	0	56531194	52.5
912113	1	1	0	56942285	52.5
912562	1	0	1	177333772	41.5
912804	1	0	1	686864734	41.5
912970	0	0	1		
913017	0	0	1		
913128	0	0	1		
913163	0	0	1		
913166	0	0	1		
913188	1	0	0	304052107	39
913277	1	0	0	243497664	39.5
913332	0	0	1		
913643	0	0	1		
913645	1	0	1	525207436	35.5
913647	1	0	0	511270184	38
913654	1	0	0	565857966	38
913705	1	0	0	269864813	32.5
913707	1	0	0	748082748	39.5
913774	1	1	1	46426256	47
913974	0	0	1		
913975	1	0	0	35793069	47
914049	0	0	1		
914063	1	0	0	41480847	51.5
914183	0	0	1		
914234	1	1	0	38969650	54
914238	1	1	0	52477121	43.5
914673	0	0	1		
914674	0	0	1		
915272	0	0	1		
915436	1	0	0	1157749762	41.5
925390	0	0	1		
925448	0	0	1		
925459	1	0	0	1196585134	41.5
925637	1	0	0	62221902	48
925639	1	0	0	81950677	44.5
925757	1	0	0	55734004	51
925758	1	0	0	70831614	49
925794	1	0	0	701872233	33.5
925988	1	0	0	1011911379	42
926005	0	0	1		
926007	0	0	1		
926011	0	0	1		
926021	0	0	1		
926022	0	0	1		
926023	0	0	1		
926024	0	0	1		
926344	0	0	1		
926422	0	0	1		
926437	0	0	1		
926446	0	0	1		
926448	0	0	1		
926563	1	0	0	8930633	56
926694	1	0	0	1603287	45.5
926810	1	0	0	820503550	36
926816	0	0	1		
926821	0	0	1		
927244	1	0	0	9918755	39
927256	0	0	1		
927257	0	0	1		
927258	0	0	1		
927631	0	0	1		
927772	1	0	0	39672161	48
927783	0	0	1		
927817	1	0	0	947077964	39
927831	1	0	0	952232111	39
927881	0	0	1		
927897	0	0	1		
927898	0	0	1		
927900	0	0	1		
927906	1	0	1	636368989	41
927935	0	0	1		
928049	0	0	1		
928250	1	0	0	217525557	42
928672	1	1	1	1163867538	43.5
928739	0	0	1		
928741	1	0	0	1082329193	39
928822	1	0	1	330392538	39.5
929235	1	0	1	31904414	48
929237	1	0	0	40621427	48.5
929439	1	1	0	32108741	60
929450	0	0	1		
929453	0	0	1		
929456	0	0	1		
929458	0	0	1		
929462	0	0	1		
929486	0	0	1		
929489	0	0	1		
929565	1	0	0	84716188	52
929585	1	0	0	11781395	38
929586	1	0	0	12409319	38
929587	1	0	0	12907892	39.5
929610	0	0	1		
929629	1	0	0	13436208	38
929740	0	0	1		
929741	1	0	0	507952721	32
929971	1	1	1	373116874	33
929990	0	0	1		
929991	0	0	1		
929994	1	0	0	318674070	36.5
930006	0	0	1		
930089	1	1	0	31267936	51
930090	1	1	0	31362097	50.5
930091	1	1	0	33973299	50
930093	1	0	0	42250300	50
930203	0	0	1		
930246	0	0	1		
930252	1	0	0	824039064	40
930257	1	0	0	1304635360	40.5
930266	1	1	1	1078246036	41.5
930331	0	0	1		
930385	0	0	1		
930900	1	0	0	286853994	40.5
930990	1	1	0	46674321	52.5
930991	1	1	0	53011005	48
930992	1	1	0	37014302	48
931006	1	0	1	35682446	52.5
931135	0	0	1		
931172	1	1	1	821427276	32
931182	0	0	1		
931225	1	0	0	542059206	34.5
931229	0	0	1		
931233	0	0	1		
931236	1	0	0	421371532	38.5
931298	0	0	1		
931385	0	0	1		
931415	0	0	1		
931494	1	1	0	613260680	37
931518	1	1	0	846641926	38.5
931554	0	0	1		
931557	1	0	1	660374735	34
931571	0	0	1		
931890	1	1	0	9669424	40.5
931974	1	0	0	14067167	47
932028	1	1	0	1065047492	42
932105	0	0	1		
932521	0	0	1		
932674	1	1	1	1050110261	42
932703	0	0	1		
932923	0	0	1		
933077	1	1	1	64242836	52.5
933084	1	1	0	45045899	50
933095	1	1	0	53760342	52
933119	1	0	0	10118922	37.5
933131	0	0	1		
933257	1	0	0	13045557	43.5
933330	1	0	0	45910842	46.5
933333	0	0	1		
933359	0	0	1		
933360	0	0	1		
933361	0	0	1		
933367	0	0	1		
933388	1	1	1	30177368	50.5
933390	1	0	1	30658924	50.5
933393	0	0	1		
933394	0	0	1		
933395	0	0	1		
933396	0	0	1		
933397	0	0	1		
933398	0	0	1		
933399	0	0	1		
933400	0	0	1		
933401	0	0	1		
933402	0	0	1		
933403	0	0	1		
933404	0	0	1		
933485	0	0	1		
933626	0	0	1		
933631	1	0	0	1869327878	44
933632	1	1	1	1810846735	46
933639	0	0	1		
933808	1	0	1	150116524	31
933848	0	0	1		
933852	1	1	0	38094242	49
933932	1	1	1	800101988	39
933968	0	0	1		
933992	1	1	1	1085510300	38
933994	1	0	0	14756246	46.5
934270	1	0	0	790111796	40.5
934274	1	0	1	501590420	37.5
934276	0	0	1		
934696	0	0	1		
934700	0	0	1		
934813	1	1	0	335209595	38.5
934814	1	1	1	423076631	37.5
934816	1	1	0	357692699	37
934818	1	1	0	421435018	38
934819	1	1	1	369279619	37
934820	1	0	0	297682214	37.5
934821	1	1	0	491314972	37.5
934824	1	1	1	355803668	39
934826	1	0	0	525763328	36
934828	1	1	1	437871077	37.5
934829	1	1	0	430382504	37.5
934830	1	1	1	284229923	37
934834	1	0	0	848246538	35.5
934838	1	1	1	313804960	37.5
934839	1	1	0	263131874	37
934840	1	1	1	383447363	37.5
934841	1	1	0	513708529	38
934844	1	1	0	465578106	37
934845	1	1	0	353641053	37.5
934847	1	1	0	372871325	37.5
934850	1	1	0	451176536	37
934853	1	1	0	427762174	37.5
934856	1	0	0	536653361	38
934860	1	1	1	494813069	37.5
934866	1	1	0	454682321	37.5
934869	1	0	0	532755606	37.5
934870	1	0	0	476181855	36.5
934874	1	0	0	445627446	36
934875	1	1	1	399710632	35.5
934876	1	1	0	314860569	37
934877	1	1	0	684222198	36
934878	1	1	0	420575777	36
934879	1	0	0	418445167	36
934882	1	1	0	363184807	38.5
934884	1	0	0	486133515	36
934885	1	1	1	574792218	38
934888	1	1	1	771064230	38.5
934889	1	0	0	939073942	37
934890	1	0	0	495610852	36.5
934894	1	1	1	1030756840	37.5
934896	1	1	1	404683897	38
934901	1	1	0	351468362	36.5
934902	0	0	1		
934903	1	1	0	381093872	37
934904	1	1	1	276674840	36.5
934908	1	1	1	442678261	37.5
934915	1	1	1	544428085	37.5
934917	1	1	1	349483148	37
934918	1	0	0	380717228	37.5
934923	1	0	0	297559853	37.5
934925	1	1	1	310258074	37.5
934927	1	0	0	503966230	37.5
934931	1	1	1	351557570	37.5
934934	1	0	0	327726721	37.5
934936	1	1	1	347537795	37.5
934938	1	1	1	295637629	37
934940	1	1	1	461994518	35.5
934942	1	1	1	438237544	37.5
934945	1	1	1	581638658	36.5
934947	1	0	1	255514759	37.5
934953	1	0	1	471410501	38.5
934957	1	1	1	356216941	38
934961	1	0	0	449010583	37
934967	0	0	1		
934997	0	0	1		
935212	1	0	0	30521760	50
935214	1	0	1	30262571	49
935269	1	0	1	541299359	31.5
935580	0	0	1		
935581	1	0	0	260115603	50.5
935652	1	1	1	64934832	52.5
935657	1	1	1	273056604	39.5
935694	1	0	0	48121382	52.5
935788	1	0	0	9874237	41.5
935791	1	1	0	4147597	34.5
936046	1	1	0	30417844	46.5
936053	1	1	1	49069128	38.5
936078	1	1	0	35930556	58
936130	1	1	1	57997239	48
936435	1	1	0	46993781	45.5
937262	1	0	1	132412710	40
937273	1	0	0	138294686	39.5
937289	1	0	0	139501700	40
937293	1	0	0	137360078	39.5
937302	0	0	1		
937303	1	0	0	145644896	40
937318	1	0	0	135654525	39.5
937319	1	0	0	139085443	40
937323	1	0	0	136293721	39.5
937332	1	0	0	137899245	38
937382	0	0	1		
937591	0	0	1		
937625	0	0	1		
937743	1	1	1	78586690	51
937754	0	0	1		
937756	1	0	0	650613659	35
937758	0	0	1		
937787	0	0	1		
937795	0	0	1		
937810	1	0	0	640408317	34.5
937811	1	0	0	935913224	35.5
937834	0	0	1		
938077	0	0	1		
938130	0	0	1		
938167	1	1	1	2356810954	38
938171	1	1	1	381042155	37
938182	1	1	1	658124648	36
938191	1	1	0	801834021	37.5
938192	1	1	1	485590707	37
938198	0	0	1		
938205	1	1	1	541559432	35.5
938207	1	0	0	364606011	35
938226	1	1	1	437978302	36
938230	1	0	0	550303188	37
938238	1	1	1	450881683	35
938246	1	0	0	956789381	36.5
938393	1	0	0	1043046751	41.5
939151	0	0	1		
939152	0	0	1		
939154	0	0	1		
939172	1	0	0	46383635	55.5
939174	1	0	0	44080357	55.5
940279	0	0	1		
940464	1	0	0	551693502	42
940466	1	0	0	553503718	41.5
940468	1	0	0	552529610	41.5
940470	1	0	0	555559596	41.5
940481	0	0	1		
940629	0	0	1		
940630	0	0	1		
940633	0	0	1		
940869	0	0	1		
941097	1	0	1	353839427	36
941124	0	0	1		
941138	0	0	1		
941167	0	0	1		
941209	0	0	1		
941254	1	0	1	151880834	33
941274	1	0	0	1012636679	43.5
941396	1	0	1	321483728	36
941442	1	0	1	11143942	49
941464	0	0	1		
941465	0	0	1		
941470	0	0	1		
941530	0	0	1		
941538	0	0	1		
941565	0	0	1		
941566	0	0	1		
941667	1	0	0	1052239499	40
941670	1	0	0	1099728442	39.5
941689	1	0	0	913070895	40
941693	0	0	1		
941708	1	0	0	1001513729	40
941716	1	0	0	1080207617	40
941719	1	0	0	951599795	40
941795	0	0	1		
941800	0	0	1		
941914	0	0	1		
941948	1	0	0	263907231	37.5
941984	1	1	1	621503431	41
941989	1	0	0	1574761029	33
941990	0	0	1		
941991	0	0	1		
942003	0	0	1		
942053	1	0	1	45208408	53
942065	0	0	1		
942086	1	0	1	48825954	54.5
942218	1	0	0	327953490	37
942553	1	0	0	903291299	36.5
942554	0	0	1		
942590	0	0	1		
942591	0	0	1		
942593	0	0	1		
942649	1	1	1	212750631	43.5
942693	0	0	1		
942860	1	0	0	12263439	26
942861	1	0	0	14509930	27.5
942940	1	0	0	454003704	38.5
943087	0	0	1		
943088	0	0	1		
943101	0	0	1		
943103	1	1	1	486063145	38.5
943118	1	1	1	63291187	52.5
943119	1	1	1	64134631	52.5
943120	1	0	0	64576794	52.5
943121	1	0	1	61636150	52.5
943122	1	1	1	64894722	52.5
943129	0	0	1		
943132	0	0	1		
943146	0	0	1		
943167	1	1	1	64501419	52.5
943180	1	0	0	270215572	33.5
943250	1	0	0	32519372	58
943284	0	0	1		
943925	1	0	1	158925330	39.5
943926	0	0	1		
944036	1	1	1	20102801	55
944160	1	0	0	13172924	54
944168	1	0	0	12118208	52
944170	1	1	0	12919355	39.5
944208	1	0	0	15417826	43
944288	1	1	0	34498066	53.5
944289	1	1	0	66281670	45
944355	0	0	1		
944431	0	0	1		
944443	1	0	1	104377384	37
944602	1	0	0	44641339	58
944635	1	0	0	45350989	54
944636	1	0	0	35690387	54
944637	1	0	0	40173516	57
944653	0	0	1		
945030	1	0	0	299321041	43.5
945153	0	0	1		
945253	0	0	1		
945553	1	1	0	48031814	51
945690	1	1	1	22882397	33.5
945803	0	0	1		
945837	0	0	1		
945839	1	0	1	130879499	35.5
945944	1	0	0	179694923	40
945953	1	0	0	165551441	38
946018	0	0	1		
946050	0	0	1		
946122	1	1	0	40699759	47.5
946123	1	1	0	51728506	44
946125	1	1	1	67787034	47.5
946187	1	0	0	38125471	52.5
946270	0	0	1		
946328	0	0	1		
946329	0	0	1		
946358	1	1	0	560414924	45
946362	1	1	1	55448948	56
946373	1	0	0	35788663	61
946394	1	0	0	61134368	38
946621	0	0	1		
947035	1	0	0	10255887	38.5
947036	1	0	0	12415388	38
947037	1	0	0	11813259	38
947038	1	0	0	10773514	38.5
947039	1	0	0	11802364	38
947040	1	0	0	11716503	38
947041	1	0	0	11946279	38.5
947042	1	1	0	13389101	39
947043	1	0	0	11795444	38
947044	1	1	0	12186813	38.5
947045	1	0	0	12159199	38.5
947046	1	0	1	12007916	38
947068	0	0	1		
947086	0	0	1		
947090	0	0	1		
947097	0	0	1		
947160	1	0	0	222290082	50.5
947166	1	1	1	55828384	47.5
947578	1	1	1	370829418	41.5
947579	0	0	1		
947907	0	0	1		
947910	0	0	1		
947974	0	0	1		
947985	0	0	1		
947987	0	0	1		
948024	0	0	1		
948025	1	0	1	1367966668	42
948035	1	0	0	511680147	44
948055	0	0	1		
948063	1	0	1	3427786127	44.5
948067	1	0	1	680721730	42.5
948311	1	1	1	64162265	47.5
948313	1	1	0	7459907	59
948344	0	0	1		
948355	0	0	1		
948359	0	0	1		
948454	1	0	1	223733423	33.5
948461	0	0	1		
948538	1	0	1	1301982649	41
948595	1	1	0	6118689	39.5
948715	0	0	1		
948872	1	0	1	576290382	41.5
948959	0	0	1		
948960	0	0	1		
958669	1	0	0	1083211333	42.5
977741	1	0	0	78974567	55.5
977818	0	0	1		
977878	0	0	1		
977896	1	1	0	427953672	33
977937	0	0	1		
977953	0	0	1		
977972	1	0	0	39781510	53
979145	1	1	0	47361523	51.5
979180	0	0	1		
979223	1	1	0	1039561598	42.5
979620	1	1	1	38942631	49
979670	1	1	0	39630382	51
979673	1	1	0	37827324	39.5
979688	1	1	0	41421736	48.5
979690	1	1	0	42943035	47.5
979697	1	1	0	40828681	48.5
979699	1	1	0	32913551	46
979702	1	1	0	39164784	50.5
979708	1	1	0	46054087	48.5
979712	1	1	0	35304070	41
979761	1	1	1	40535554	48
979765	1	1	0	45702254	47
979799	0	0	1		
979893	1	0	0	13901503	41
979894	0	0	1		
979939	0	0	1		
979981	1	1	0	33391590	52.5
980011	1	1	0	3469122537	37
980116	1	1	1	93565539	53
980225	1	0	0	1096337618	42
980385	1	0	1	669270049	42.5
980415	1	0	1	1074727531	48.5
980417	1	1	1	699878315	42.5
980506	0	0	1		
980662	0	0	1		
980960	1	0	0	1029197628	39
981058	0	0	1		
981059	0	0	1		
981085	1	1	1	320378613	35
981110	0	0	1		
981131	1	0	0	2817133167	40.5
981152	1	0	1	3237523919	41
981202	0	0	1		
981288	0	0	1		
981350	1	1	1	9383226	41
981371	1	0	0	319995126	41
981515	1	0	1	455995986	40.5
981537	0	0	1		
983168	0	0	1		
983195	0	0	1		
983330	1	0	0	32519557	51
983339	1	0	1	34168013	54
983506	1	1	1	36938120	47.5
983541	0	0	1		
983564	1	1	1	754984092	40
983644	1	1	0	32268578	51.5
983660	1	0	1	22437313	48
983666	1	0	1	3206858410	40
983673	0	0	1		
983677	0	0	1		
983679	0	0	1		
983682	0	0	1		
983958	1	0	0	39328958	51.5
983964	1	1	1	40980648	47.5
983965	1	1	0	32238325	53
983966	1	1	0	13018415	44.5
983967	1	1	0	13233932	34.5
983981	0	0	1		
984092	1	0	0	56709947	28
984131	0	0	1		
984133	0	0	1		
984134	0	0	1		
984135	0	0	1		
984136	0	0	1		
984137	0	0	1		
984138	0	0	1		
984139	0	0	1		
984268	1	0	0	402869688	39.5
984301	0	0	1		
984309	1	0	0	39144485	41.5
984453	0	0	1		
984478	0	0	1		
984485	1	1	0	12403110	35
984486	1	1	0	15221050	48
984487	1	1	0	13136204	45.5
984702	0	0	1		
984703	1	0	1	2528930864	37.5
984837	0	0	1		
984905	1	1	0	104918785	29.5
984957	1	0	0	51904974	51.5
984962	1	0	1	27224549	53
985014	1	0	0	13804471	39.5
985061	0	0	1		
985138	1	0	0	31794146	53.5
985140	1	0	1	31623993	53.5
985141	1	0	0	32796701	53.5
985142	1	0	0	32496248	53.5
985143	1	0	0	32097292	53.5
985144	1	0	0	33190438	53.5
985145	1	0	0	31136334	54
985146	1	0	0	32856836	54
985147	1	0	1	30957533	54
985148	1	0	1	28786283	53.5
985422	0	0	1		
985682	1	0	0	1083634036	41.5
985688	1	0	0	1499581918	46
985783	0	0	1		
985895	1	1	0	45124619	45
986101	1	0	0	1101422322	41
986170	0	0	1		
986713	0	0	1		
986714	0	0	1		
986730	1	0	0	2288106	47
986859	0	0	1		
986860	0	0	1		
986861	0	0	1		
986862	0	0	1		
986865	0	0	1		
986946	1	1	1	40857493	48
986949	1	0	0	286438033	35.5
986953	1	0	0	335427140	36.5
986954	1	0	0	462609821	37
986958	1	0	1	388442354	36.5
986977	1	1	0	438103773	37.5
986980	1	1	1	385423043	36.5
986981	1	1	0	443281335	37.5
986984	1	1	0	496186513	38
986989	1	0	0	558959779	38
987006	0	0	1		
987009	1	1	1	326449338	38.5
987013	1	1	1	380622102	38
987030	1	0	0	306724435	37
987419	1	1	1	622006817	38.5
987420	1	1	1	822207934	39
987421	1	0	0	796466042	39
987424	1	1	1	729401876	39
987425	1	1	1	603349054	38.5
987426	1	1	1	903907307	39.5
987427	1	1	1	691871265	39
987431	1	0	1	760303607	38.5
987434	1	1	1	664622765	38
987436	1	1	1	509223309	37.5
987439	1	1	0	604977608	38.5
987440	1	1	1	788433107	36
987447	1	0	1	418674697	38
987449	1	1	1	348696490	38
987451	1	1	1	520397874	37.5
987458	1	1	0	715127636	38.5
987460	1	0	0	769864139	38.5
987467	1	1	0	403861616	37
987468	1	0	0	419351461	37
987469	1	1	1	422724404	37
987471	1	0	0	857742702	35.5
987475	1	1	1	854648588	37.5
987859	1	1	0	466369003	37
987860	1	1	1	472856285	37
987862	1	1	1	465575723	37
987865	1	1	1	404684940	37
987866	1	1	1	572147337	37.5
987869	1	1	1	772176219	38
987870	1	1	1	636702707	38
987871	1	0	1	799200293	38
987872	1	1	1	683208122	38
987875	1	1	1	647703034	38
987876	1	1	1	669248832	38.5
987877	1	1	1	582289898	38.5
987880	1	1	1	624644460	39
987881	1	0	0	577732613	39
987887	1	1	1	646565989	39.5
987889	1	0	0	647875780	38.5
987891	1	1	0	412704115	35.5
987893	1	1	1	426225690	35.5
987895	1	1	1	474181573	37.5
987896	1	1	0	425987072	38
987900	1	0	1	690591562	38.5
987901	1	1	0	546584066	37.5
987902	1	1	1	512665902	39.5
987903	1	1	1	768610949	38.5
987905	1	0	0	800773215	38
987906	1	0	0	686803665	38
987907	1	1	0	705846216	37.5
987909	1	1	1	803261471	38.5
987910	1	0	0	881987931	38
987918	1	1	1	947567172	40.5
987919	1	0	1	855270231	39
987922	1	1	1	748667298	37
987923	1	1	1	586774993	38
987924	1	1	1	727937164	38.5
987925	1	1	1	624913938	38
987926	1	1	1	762516417	40
987928	1	0	0	1338649455	37
987929	1	1	1	781734843	38.5
987930	1	0	0	570284602	37
987931	1	0	0	813659180	37.5
987932	1	1	1	668383554	35.5
987933	1	1	0	661810392	37
987934	1	1	1	492853178	36.5
987935	1	1	1	507633075	36.5
987942	1	0	0	751710463	38.5
987943	1	1	1	736105881	39
987945	1	0	1	622247224	39
987947	1	0	0	689558701	39
987949	1	0	0	687089854	39
987953	1	1	1	448837683	37
987956	1	1	1	465232112	37
987961	1	1	1	569621701	38.5
987962	1	0	0	731275030	37.5
987968	1	1	1	751733995	38.5
987969	1	0	0	716097837	38.5
987973	1	1	1	508596170	37.5
987974	1	0	0	456269832	37
987975	1	1	1	542404843	38.5
987977	1	1	1	405246355	36.5
987978	1	1	0	498429944	37
987979	1	1	1	647895792	39
987980	1	1	1	1056986632	39
987983	1	1	0	704337577	38
987984	1	1	0	850206511	39
987985	1	1	1	960649792	39.5
987986	1	1	1	719084952	38.5
987991	1	1	1	726680363	38.5
987992	1	1	1	540720512	38.5
987995	1	1	0	532770789	38.5
987996	1	1	1	545363027	38.5
988002	1	1	1	352043103	38.5
988003	1	0	0	643927113	39.5
988004	1	1	1	621926855	36.5
988005	1	0	0	435056488	38.5
988008	1	1	1	564087821	38.5
988009	1	1	1	626101425	38.5
988010	1	1	1	1254152034	38.5
988011	1	1	1	946246642	38.5
988015	1	0	0	633726069	38.5
988016	1	0	0	500493878	37.5
988017	1	0	0	325577475	38.5
988018	1	1	1	276440668	38
988019	1	1	0	295036384	38
988022	1	1	0	987290663	38.5
988024	1	1	1	1011185818	39
988025	1	1	0	441887936	36.5
988028	1	1	0	316730100	38.5
988039	1	1	1	567063690	35.5
988041	1	1	1	1334066527	38
988042	1	0	0	581105313	37.5
988043	1	1	1	726312753	38.5
988044	1	1	0	584393306	38
988045	1	1	0	721776094	38.5
988049	1	1	1	933866812	38.5
988050	1	0	0	611088495	38
988056	1	1	0	458464223	36.5
988060	1	1	1	938645429	38.5
988062	1	1	1	632202931	38
988064	1	0	0	1001163483	38.5
988065	1	1	1	736874160	38
988067	1	0	0	663624368	38.5
988069	1	1	1	857339802	38.5
988071	1	1	1	926639817	39
988081	1	1	0	782229127	39
988087	1	1	1	736657865	38
988089	1	1	1	678693941	39
988093	1	0	0	511726038	38
988106	1	1	1	709790899	38
988114	1	1	1	630991255	38.5
988118	1	0	0	534001223	38.5
988119	0	0	1		
988124	1	0	0	584507146	38
988125	1	1	1	640896252	38.5
988129	1	0	0	1033822740	39
988133	1	0	0	505512670	38
988141	1	0	0	713600478	38
988145	1	0	0	869517933	37.5
988148	1	1	1	694659110	38.5
988154	1	1	1	493564165	37
988156	1	0	0	651152838	38
988158	1	0	1	553508831	38
988162	1	1	1	798037616	38
988163	1	1	0	800959641	38.5
988165	1	0	0	458283621	35
988167	1	0	0	1115224364	38.5
988174	1	1	1	601497093	38
988176	1	0	0	331166224	39.5
988177	1	0	0	330432227	39.5
988178	1	1	1	369594427	39.5
988179	1	0	0	347814659	38.5
988480	1	1	0	13447851	35
989217	1	0	0	196330669	38
989235	1	0	0	2192256230	34.5
989334	1	0	1	1621268297	39
989338	1	0	0	2209297247	41
989654	1	0	1	2281231	47
989655	1	0	0	2264695	47
989733	1	1	0	578357251	38
989741	1	1	0	743215662	38
989760	1	0	0	792173217	37.5
989769	1	1	0	584985792	39
989771	1	0	0	838897154	38.5
989932	0	0	1		
989957	1	0	0	480682534	42
989973	1	1	1	31670975	54
990121	1	1	1	49773209	33.5
990223	0	0	1		
990352	0	0	1		
990650	1	1	0	176372157	44.5
990691	1	1	1	46378008	53
990946	0	0	1		
990972	1	0	0	1128442880	41.5
991102	1	0	1	608422863	40.5
991110	0	0	1		
991114	0	0	1		
991116	0	0	1		
991127	1	0	0	43751227	46.5
992199	1	0	0	42948211	52.5
992332	1	1	1	684805028	39.5
992336	0	0	1		
992409	1	0	0	810843	49
992649	0	0	1		
992656	0	0	1		
992730	0	0	1		
992810	0	0	1		
992936	0	0	1		
992940	0	0	1		
992953	0	0	1		
992954	0	0	1		
992968	0	0	1		
993090	0	0	1		
993103	0	0	1		
993104	1	0	0	42783063	40
993364	1	0	0	1191473876	42
993370	1	0	0	1203439704	42
993371	1	0	0	1206132328	42
993383	0	0	1		
993525	0	0	1		
993612	0	0	1		
993615	1	1	0	3213516	36.5
993799	1	0	0	305030454	32
993836	1	0	0	396280948	31
993870	1	0	0	357332739	37
993947	1	0	0	506497718	31
994084	1	0	0	320602181	36
994086	1	1	0	38278792	51
994087	1	0	0	50448805	49.5
994334	1	1	0	239574967	42.5
994498	1	0	0	588049502	30
994654	1	0	0	108233307	57
994758	0	0	1		
994854	0	0	1		
994964	0	0	1		
995051	1	1	0	341488785	32
995685	1	0	0	161709887	37
995702	1	1	1	253423879	36.5
996330	0	0	1		
996332	0	0	1		
996417	1	0	1	1945495890	37.5
996498	0	0	1		
996514	0	0	1		
996520	1	0	0	14884666	47
996586	1	0	0	2257796536	41
996724	0	0	1		
996729	0	0	1		
996735	0	0	1		
996744	0	0	1		
996777	1	0	0	270734645	35.5
997024	1	0	0	845281058	44
997289	1	1	1	339127123	35.5
997290	1	1	1	810266827	38
997512	1	0	0	665334037	39.5
997513	1	0	0	847932383	37
997514	1	0	0	1221162876	36
997515	1	0	0	639535507	36
997517	1	0	0	452012815	35.5
997521	1	0	0	724139200	37.5
997525	1	1	1	751126655	38.5
997526	1	1	1	615777381	38
997530	1	1	1	637492715	38.5
997532	1	1	0	799506577	38.5
997535	1	0	0	727864218	38
997537	1	1	1	557989272	38
997538	1	1	1	489329867	37.5
997540	1	1	1	860973034	38.5
997542	1	1	1	715533550	37.5
997543	1	0	0	601483286	38
997545	1	1	1	638317840	38.5
997549	1	0	1	694391492	38
997551	1	1	1	889612040	38.5
997633	1	0	0	48572919	45
997665	1	0	0	27522098	51
998464	0	0	1		
998830	1	0	0	450338996	37
999234	0	0	1		
999236	1	0	0	1306781825	40
999240	0	0	1		
999263	0	0	1		
999287	1	1	1	686918649	38.5
999291	0	0	1		
999296	0	0	1		
999809	1	1	0	18386378	60
999810	1	1	0	41612944	42.5
999882	0	0	1		
999886	0	0	1		
999947	1	0	0	23416870	45
1000413	1	0	1	664928911	36
1000417	0	0	1		
1000418	1	1	1	1427847971	36
1000982	1	0	0	883315912	40
1001064	1	1	0	20478880	62
1001107	0	0	1		
1001133	0	0	1		
1001266	1	0	0	157305561	40.5
1001267	1	0	0	175625453	40.5
1001271	1	0	0	164165349	40.5
1001274	1	0	0	161216331	40.5
1001275	1	0	0	170654323	40
1001276	1	0	0	156660759	40.5
1001277	1	0	0	160780393	40.5
1001278	1	1	1	238614314	42.5
1001281	1	0	0	153266913	40
1001282	1	0	0	235737976	40
1001283	1	0	0	154772888	40.5
1001285	1	0	0	161203645	40
1001287	1	0	0	153266913	40
1001291	1	0	0	189456192	40
1001293	1	0	0	159030453	40
1001577	0	0	1		
1001832	1	1	0	37551009	45
1001833	1	1	0	37704138	46
1001904	0	0	1		
1001920	0	0	1		
1001937	1	1	1	47717833	40
1001938	1	1	1	46585682	40.5
1002107	1	1	0	27827857	48
1002370	1	1	0	34460469	50.5
1002511	0	0	1		
1002726	1	0	0	1135189122	42
1002741	1	0	0	1151291330	42
1002764	0	0	1		
1002769	0	0	1		
1002788	1	1	1	1147325966	43.5
1002877	1	0	0	1226347250	43.5
1002887	1	1	0	682176199	36
1002889	0	0	1		
1002898	1	0	0	1178773595	42.5
1002951	1	0	0	851306297	38.5
1002954	1	1	1	495594851	38.5
1002957	1	0	0	717946858	38.5
1002960	1	0	0	829731611	38.5
1002964	1	0	0	690730302	38
1002969	1	0	0	613306180	38
1002971	1	0	0	624338531	38
1003001	1	0	0	524823151	36.5
1003005	1	0	0	643956020	35.5
1003019	0	0	1		
1003021	0	0	1		
1003022	0	0	1		
1003025	0	0	1		
1003027	0	0	1		
1003031	0	0	1		
1003037	0	0	1		
1003039	0	0	1		
1003054	0	0	1		
1003057	0	0	1		
1003062	0	0	1		
1003067	0	0	1		
1003076	0	0	1		
1003094	0	0	1		
1003112	0	0	1		
1003144	0	0	1		
1003145	0	0	1		
1003149	0	0	1		
1003153	1	0	0	985761149	41
1003159	1	0	0	764842462	44
1003161	0	0	1		
1003180	0	0	1		
1003199	0	0	1		
1003232	1	1	0	51348006	22.5
1003335	1	1	1	10920159	40
1003336	1	0	0	27235000	50
1003700	1	0	1	618716925	43
1003706	1	0	0	577766669	45.5
1003772	0	0	1		
1003839	1	0	0	1033378476	42
1003843	1	0	0	1151795822	42
1003968	0	0	1		
1004004	0	0	1		
1004188	0	0	1		
1004196	1	0	0	296836997	36
1004253	1	0	0	12420201	42.5
1004254	1	0	0	12626481	42
1004511	0	0	1		
1004790	0	0	1		
1005070	1	0	0	220902713	37.5
1005073	1	0	0	565047306	37.5
1005581	0	0	1		
1005670	0	0	1		
1005962	1	1	1	8931504	48
1005963	1	0	0	40468933	42
1006106	0	0	1		
1006121	0	0	1		
1006182	0	0	1		
1006466	1	0	0	11244810	34.5
1006475	1	1	0	31498245	48.5
